Total Nacional;Comunidades y Ciudades Autónomas;General, vivienda nueva y de segunda mano;Índices y tasas;Periodo;Total
Nacional;12 Galicia;General;Índice;2008T4;139,658
Nacional;12 Galicia;General;Índice;2008T3;140,975
Nacional;12 Galicia;General;Índice;2008T2;141,072
Nacional;12 Galicia;General;Índice;2008T1;140,052
Nacional;12 Galicia;General;Índice;2007T4;140,231
Nacional;12 Galicia;General;Índice;2007T3;137,692
Nacional;12 Galicia;General;Índice;2007T2;134,662
Nacional;12 Galicia;General;Índice;2007T1;130,573
Nacional;13 Madrid, Comunidad de;General;Índice;2025T3;204,059
Nacional;13 Madrid, Comunidad de;General;Índice;2025T2;197,688
Nacional;13 Madrid, Comunidad de;General;Índice;2025T1;188,426
Nacional;13 Madrid, Comunidad de;General;Índice;2024T4;181,836
Nacional;13 Madrid, Comunidad de;General;Índice;2024T3;178,650
Nacional;13 Madrid, Comunidad de;General;Índice;2024T2;174,536
Nacional;13 Madrid, Comunidad de;General;Índice;2024T1;168,785
Nacional;13 Madrid, Comunidad de;General;Índice;2023T4;164,821
Nacional;13 Madrid, Comunidad de;General;Índice;2023T3;166,589
Nacional;13 Madrid, Comunidad de;General;Índice;2023T2;162,841
Nacional;13 Madrid, Comunidad de;General;Índice;2023T1;159,407
Nacional;13 Madrid, Comunidad de;General;Índice;2022T4;157,779
Nacional;13 Madrid, Comunidad de;General;Índice;2022T3;160,024
Nacional;13 Madrid, Comunidad de;General;Índice;2022T2;156,460
Nacional;13 Madrid, Comunidad de;General;Índice;2022T1;154,666
Nacional;13 Madrid, Comunidad de;General;Índice;2021T4;150,345
Nacional;13 Madrid, Comunidad de;General;Índice;2021T3;148,701
Nacional;13 Madrid, Comunidad de;General;Índice;2021T2;145,849
Nacional;13 Madrid, Comunidad de;General;Índice;2021T1;143,929
Nacional;13 Madrid, Comunidad de;General;Índice;2020T4;142,540
Nacional;13 Madrid, Comunidad de;General;Índice;2020T3;144,599
Nacional;13 Madrid, Comunidad de;General;Índice;2020T2;143,130
Nacional;13 Madrid, Comunidad de;General;Índice;2020T1;143,971
Nacional;13 Madrid, Comunidad de;General;Índice;2019T4;140,469
Nacional;13 Madrid, Comunidad de;General;Índice;2019T3;142,864
Nacional;13 Madrid, Comunidad de;General;Índice;2019T2;140,795
Nacional;13 Madrid, Comunidad de;General;Índice;2019T1;140,440
Nacional;13 Madrid, Comunidad de;General;Índice;2018T4;136,465
Nacional;13 Madrid, Comunidad de;General;Índice;2018T3;136,576
Nacional;13 Madrid, Comunidad de;General;Índice;2018T2;132,253
Nacional;13 Madrid, Comunidad de;General;Índice;2018T1;128,005
Nacional;13 Madrid, Comunidad de;General;Índice;2017T4;124,536
Nacional;13 Madrid, Comunidad de;General;Índice;2017T3;123,166
Nacional;13 Madrid, Comunidad de;General;Índice;2017T2;120,105
Nacional;13 Madrid, Comunidad de;General;Índice;2017T1;116,205
Nacional;13 Madrid, Comunidad de;General;Índice;2016T4;111,280
Nacional;13 Madrid, Comunidad de;General;Índice;2016T3;109,629
Nacional;13 Madrid, Comunidad de;General;Índice;2016T2;108,331
Nacional;13 Madrid, Comunidad de;General;Índice;2016T1;105,026
Nacional;13 Madrid, Comunidad de;General;Índice;2015T4;102,077
Nacional;13 Madrid, Comunidad de;General;Índice;2015T3;101,685
Nacional;13 Madrid, Comunidad de;General;Índice;2015T2;100,535
Nacional;13 Madrid, Comunidad de;General;Índice;2015T1;95,703
Nacional;13 Madrid, Comunidad de;General;Índice;2014T4;95,116
Nacional;13 Madrid, Comunidad de;General;Índice;2014T3;95,101
Nacional;13 Madrid, Comunidad de;General;Índice;2014T2;94,531
Nacional;13 Madrid, Comunidad de;General;Índice;2014T1;93,540
Nacional;13 Madrid, Comunidad de;General;Índice;2013T4;92,434
Nacional;13 Madrid, Comunidad de;General;Índice;2013T3;92,492
Nacional;13 Madrid, Comunidad de;General;Índice;2013T2;92,054
Nacional;13 Madrid, Comunidad de;General;Índice;2013T1;91,832
Nacional;13 Madrid, Comunidad de;General;Índice;2012T4;98,843
Nacional;13 Madrid, Comunidad de;General;Índice;2012T3;100,739
Nacional;13 Madrid, Comunidad de;General;Índice;2012T2;106,040
Nacional;13 Madrid, Comunidad de;General;Índice;2012T1;110,315
Nacional;13 Madrid, Comunidad de;General;Índice;2011T4;113,702
Nacional;13 Madrid, Comunidad de;General;Índice;2011T3;122,707
Nacional;13 Madrid, Comunidad de;General;Índice;2011T2;126,254
Nacional;13 Madrid, Comunidad de;General;Índice;2011T1;128,643
Nacional;13 Madrid, Comunidad de;General;Índice;2010T4;134,844
Nacional;13 Madrid, Comunidad de;General;Índice;2010T3;134,630
Nacional;13 Madrid, Comunidad de;General;Índice;2010T2;135,869
Nacional;13 Madrid, Comunidad de;General;Índice;2010T1;132,691
Nacional;13 Madrid, Comunidad de;General;Índice;2009T4;132,617
Nacional;13 Madrid, Comunidad de;General;Índice;2009T3;133,458
Nacional;13 Madrid, Comunidad de;General;Índice;2009T2;134,047
Nacional;13 Madrid, Comunidad de;General;Índice;2009T1;135,803
Nacional;13 Madrid, Comunidad de;General;Índice;2008T4;141,975
Nacional;13 Madrid, Comunidad de;General;Índice;2008T3;149,952
Nacional;13 Madrid, Comunidad de;General;Índice;2008T2;153,003
Nacional;13 Madrid, Comunidad de;General;Índice;2008T1;152,904
Nacional;13 Madrid, Comunidad de;General;Índice;2007T4;154,513
Nacional;13 Madrid, Comunidad de;General;Índice;2007T3;161,262
Nacional;13 Madrid, Comunidad de;General;Índice;2007T2;160,668
Nacional;13 Madrid, Comunidad de;General;Índice;2007T1;157,226
Nacional;14 Murcia, Región de;General;Índice;2025T3;167,963
Nacional;14 Murcia, Región de;General;Índice;2025T2;162,666
Nacional;14 Murcia, Región de;General;Índice;2025T1;154,993
Nacional;14 Murcia, Región de;General;Índice;2024T4;150,180
Nacional;14 Murcia, Región de;General;Índice;2024T3;146,067
Nacional;14 Murcia, Región de;General;Índice;2024T2;141,981
Nacional;14 Murcia, Región de;General;Índice;2024T1;136,839
Nacional;14 Murcia, Región de;General;Índice;2023T4;134,506
Nacional;14 Murcia, Región de;General;Índice;2023T3;133,986
Nacional;14 Murcia, Región de;General;Índice;2023T2;132,087
Nacional;14 Murcia, Región de;General;Índice;2023T1;129,441
Nacional;14 Murcia, Región de;General;Índice;2022T4;129,533
Nacional;14 Murcia, Región de;General;Índice;2022T3;131,001
Nacional;14 Murcia, Región de;General;Índice;2022T2;130,258
Nacional;14 Murcia, Región de;General;Índice;2022T1;127,267
Nacional;14 Murcia, Región de;General;Índice;2021T4;123,591
Nacional;14 Murcia, Región de;General;Índice;2021T3;122,360
Nacional;14 Murcia, Región de;General;Índice;2021T2;119,124
Nacional;14 Murcia, Región de;General;Índice;2021T1;116,235
Nacional;14 Murcia, Región de;General;Índice;2020T4;115,914
Nacional;14 Murcia, Región de;General;Índice;2020T3;115,122
Nacional;14 Murcia, Región de;General;Índice;2020T2;114,141
Nacional;14 Murcia, Región de;General;Índice;2020T1;112,336
Nacional;14 Murcia, Región de;General;Índice;2019T4;112,501
Nacional;14 Murcia, Región de;General;Índice;2019T3;111,729
Nacional;14 Murcia, Región de;General;Índice;2019T2;110,954
Nacional;14 Murcia, Región de;General;Índice;2019T1;108,708
Nacional;14 Murcia, Región de;General;Índice;2018T4;107,538
Nacional;14 Murcia, Región de;General;Índice;2018T3;107,790
Nacional;14 Murcia, Región de;General;Índice;2018T2;105,157
Nacional;14 Murcia, Región de;General;Índice;2018T1;104,075
Nacional;14 Murcia, Región de;General;Índice;2017T4;102,930
Nacional;14 Murcia, Región de;General;Índice;2017T3;103,736
Nacional;14 Murcia, Región de;General;Índice;2017T2;102,469
Nacional;14 Murcia, Región de;General;Índice;2017T1;101,313
Nacional;14 Murcia, Región de;General;Índice;2016T4;101,059
Nacional;14 Murcia, Región de;General;Índice;2016T3;101,927
Nacional;14 Murcia, Región de;General;Índice;2016T2;102,195
Nacional;14 Murcia, Región de;General;Índice;2016T1;100,406
Nacional;14 Murcia, Región de;General;Índice;2015T4;100,359
Nacional;14 Murcia, Región de;General;Índice;2015T3;101,213
Nacional;14 Murcia, Región de;General;Índice;2015T2;100,826
Nacional;14 Murcia, Región de;General;Índice;2015T1;97,602
Nacional;14 Murcia, Región de;General;Índice;2014T4;98,602
Nacional;14 Murcia, Región de;General;Índice;2014T3;99,465
Nacional;14 Murcia, Región de;General;Índice;2014T2;98,955
Nacional;14 Murcia, Región de;General;Índice;2014T1;96,438
Nacional;14 Murcia, Región de;General;Índice;2013T4;95,977
Nacional;14 Murcia, Región de;General;Índice;2013T3;98,027
Nacional;14 Murcia, Región de;General;Índice;2013T2;97,829
Nacional;14 Murcia, Región de;General;Índice;2013T1;100,888
Nacional;14 Murcia, Región de;General;Índice;2012T4;111,335
Nacional;14 Murcia, Región de;General;Índice;2012T3;115,391
Nacional;14 Murcia, Región de;General;Índice;2012T2;117,283
Nacional;14 Murcia, Región de;General;Índice;2012T1;119,693
Nacional;14 Murcia, Región de;General;Índice;2011T4;125,867
Nacional;14 Murcia, Región de;General;Índice;2011T3;130,042
Nacional;14 Murcia, Región de;General;Índice;2011T2;132,440
Nacional;14 Murcia, Región de;General;Índice;2011T1;133,638
Nacional;14 Murcia, Región de;General;Índice;2010T4;135,542
Nacional;14 Murcia, Región de;General;Índice;2010T3;137,569
Nacional;14 Murcia, Región de;General;Índice;2010T2;139,726
Nacional;14 Murcia, Región de;General;Índice;2010T1;136,937
Nacional;14 Murcia, Región de;General;Índice;2009T4;139,149
Nacional;14 Murcia, Región de;General;Índice;2009T3;139,236
Nacional;14 Murcia, Región de;General;Índice;2009T2;138,688
Nacional;14 Murcia, Región de;General;Índice;2009T1;138,454
Nacional;14 Murcia, Región de;General;Índice;2008T4;139,190
Nacional;14 Murcia, Región de;General;Índice;2008T3;140,779
Nacional;14 Murcia, Región de;General;Índice;2008T2;140,492
Nacional;14 Murcia, Región de;General;Índice;2008T1;140,751
Nacional;14 Murcia, Región de;General;Índice;2007T4;140,362
Nacional;14 Murcia, Región de;General;Índice;2007T3;137,832
Nacional;14 Murcia, Región de;General;Índice;2007T2;134,346
Nacional;14 Murcia, Región de;General;Índice;2007T1;129,674
Nacional;15 Navarra, Comunidad Foral de;General;Índice;2025T3;166,609
Nacional;15 Navarra, Comunidad Foral de;General;Índice;2025T2;162,614
Nacional;15 Navarra, Comunidad Foral de;General;Índice;2025T1;156,050
Nacional;15 Navarra, Comunidad Foral de;General;Índice;2024T4;150,034
Nacional;15 Navarra, Comunidad Foral de;General;Índice;2024T3;150,225
Nacional;15 Navarra, Comunidad Foral de;General;Índice;2024T2;145,143
Nacional;15 Navarra, Comunidad Foral de;General;Índice;2024T1;140,034
Nacional;15 Navarra, Comunidad Foral de;General;Índice;2023T4;132,884
Nacional;15 Navarra, Comunidad Foral de;General;Índice;2023T3;135,687
Nacional;15 Navarra, Comunidad Foral de;General;Índice;2023T2;131,585
Nacional;15 Navarra, Comunidad Foral de;General;Índice;2023T1;130,110
Nacional;15 Navarra, Comunidad Foral de;General;Índice;2022T4;126,950
Nacional;15 Navarra, Comunidad Foral de;General;Índice;2022T3;126,074
Nacional;15 Navarra, Comunidad Foral de;General;Índice;2022T2;124,561
Nacional;15 Navarra, Comunidad Foral de;General;Índice;2022T1;123,026
Nacional;15 Navarra, Comunidad Foral de;General;Índice;2021T4;118,408
Nacional;15 Navarra, Comunidad Foral de;General;Índice;2021T3;118,054
Nacional;15 Navarra, Comunidad Foral de;General;Índice;2021T2;116,122
Nacional;15 Navarra, Comunidad Foral de;General;Índice;2021T1;114,172
Nacional;15 Navarra, Comunidad Foral de;General;Índice;2020T4;112,541
Nacional;15 Navarra, Comunidad Foral de;General;Índice;2020T3;114,308
Nacional;15 Navarra, Comunidad Foral de;General;Índice;2020T2;113,207
Nacional;15 Navarra, Comunidad Foral de;General;Índice;2020T1;113,909
Nacional;15 Navarra, Comunidad Foral de;General;Índice;2019T4;111,887
Nacional;15 Navarra, Comunidad Foral de;General;Índice;2019T3;112,359
Nacional;15 Navarra, Comunidad Foral de;General;Índice;2019T2;111,850
Nacional;15 Navarra, Comunidad Foral de;General;Índice;2019T1;110,358
Nacional;15 Navarra, Comunidad Foral de;General;Índice;2018T4;108,393
Nacional;15 Navarra, Comunidad Foral de;General;Índice;2018T3;109,013
Nacional;15 Navarra, Comunidad Foral de;General;Índice;2018T2;107,657
Nacional;15 Navarra, Comunidad Foral de;General;Índice;2018T1;105,165
Nacional;15 Navarra, Comunidad Foral de;General;Índice;2017T4;104,199
Nacional;15 Navarra, Comunidad Foral de;General;Índice;2017T3;104,517
Nacional;15 Navarra, Comunidad Foral de;General;Índice;2017T2;104,063
Nacional;15 Navarra, Comunidad Foral de;General;Índice;2017T1;102,962
Nacional;15 Navarra, Comunidad Foral de;General;Índice;2016T4;102,015
Nacional;15 Navarra, Comunidad Foral de;General;Índice;2016T3;102,319
Nacional;15 Navarra, Comunidad Foral de;General;Índice;2016T2;101,380
Nacional;15 Navarra, Comunidad Foral de;General;Índice;2016T1;100,992
Nacional;15 Navarra, Comunidad Foral de;General;Índice;2015T4;100,082
Nacional;15 Navarra, Comunidad Foral de;General;Índice;2015T3;100,146
Nacional;15 Navarra, Comunidad Foral de;General;Índice;2015T2;101,241
Nacional;15 Navarra, Comunidad Foral de;General;Índice;2015T1;98,531
Nacional;15 Navarra, Comunidad Foral de;General;Índice;2014T4;98,341
Nacional;15 Navarra, Comunidad Foral de;General;Índice;2014T3;98,773
Nacional;15 Navarra, Comunidad Foral de;General;Índice;2014T2;101,062
Nacional;15 Navarra, Comunidad Foral de;General;Índice;2014T1;99,403
Nacional;15 Navarra, Comunidad Foral de;General;Índice;2013T4;102,609
Nacional;15 Navarra, Comunidad Foral de;General;Índice;2013T3;106,145
Nacional;15 Navarra, Comunidad Foral de;General;Índice;2013T2;107,584
Nacional;15 Navarra, Comunidad Foral de;General;Índice;2013T1;108,802
Nacional;15 Navarra, Comunidad Foral de;General;Índice;2012T4;118,174
Nacional;15 Navarra, Comunidad Foral de;General;Índice;2012T3;119,193
Nacional;15 Navarra, Comunidad Foral de;General;Índice;2012T2;121,039
Nacional;15 Navarra, Comunidad Foral de;General;Índice;2012T1;121,204
Nacional;15 Navarra, Comunidad Foral de;General;Índice;2011T4;132,802
Nacional;15 Navarra, Comunidad Foral de;General;Índice;2011T3;139,950
Nacional;15 Navarra, Comunidad Foral de;General;Índice;2011T2;141,497
Nacional;15 Navarra, Comunidad Foral de;General;Índice;2011T1;143,602
Nacional;15 Navarra, Comunidad Foral de;General;Índice;2010T4;149,052
Nacional;15 Navarra, Comunidad Foral de;General;Índice;2010T3;148,684
Nacional;15 Navarra, Comunidad Foral de;General;Índice;2010T2;153,137
Nacional;15 Navarra, Comunidad Foral de;General;Índice;2010T1;153,357
Nacional;15 Navarra, Comunidad Foral de;General;Índice;2009T4;158,315
Nacional;15 Navarra, Comunidad Foral de;General;Índice;2009T3;158,985
Nacional;15 Navarra, Comunidad Foral de;General;Índice;2009T2;163,177
Nacional;15 Navarra, Comunidad Foral de;General;Índice;2009T1;164,339
Nacional;15 Navarra, Comunidad Foral de;General;Índice;2008T4;172,655
Nacional;15 Navarra, Comunidad Foral de;General;Índice;2008T3;176,912
Nacional;15 Navarra, Comunidad Foral de;General;Índice;2008T2;184,034
Nacional;15 Navarra, Comunidad Foral de;General;Índice;2008T1;182,831
Nacional;15 Navarra, Comunidad Foral de;General;Índice;2007T4;182,983
Nacional;15 Navarra, Comunidad Foral de;General;Índice;2007T3;186,732
Nacional;15 Navarra, Comunidad Foral de;General;Índice;2007T2;182,933
Nacional;15 Navarra, Comunidad Foral de;General;Índice;2007T1;181,143
Nacional;16 País Vasco;General;Índice;2025T3;168,610
Nacional;16 País Vasco;General;Índice;2025T2;164,980
Nacional;16 País Vasco;General;Índice;2025T1;159,472
Nacional;16 País Vasco;General;Índice;2024T4;151,915
Nacional;16 País Vasco;General;Índice;2024T3;151,029
Nacional;16 País Vasco;General;Índice;2024T2;146,777
Nacional;16 País Vasco;General;Índice;2024T1;141,867
Nacional;16 País Vasco;General;Índice;2023T4;137,252
Nacional;16 País Vasco;General;Índice;2023T3;139,330
Nacional;16 País Vasco;General;Índice;2023T2;135,331
Nacional;16 País Vasco;General;Índice;2023T1;133,352
Nacional;16 País Vasco;General;Índice;2022T4;132,132
Nacional;16 País Vasco;General;Índice;2022T3;134,215
Nacional;16 País Vasco;General;Índice;2022T2;131,348
Nacional;16 País Vasco;General;Índice;2022T1;129,365
Nacional;16 País Vasco;General;Índice;2021T4;125,938
Nacional;16 País Vasco;General;Índice;2021T3;124,501
Nacional;16 País Vasco;General;Índice;2021T2;123,336
Nacional;16 País Vasco;General;Índice;2021T1;121,755
Nacional;16 País Vasco;General;Índice;2020T4;120,831
Nacional;16 País Vasco;General;Índice;2020T3;122,837
Nacional;16 País Vasco;General;Índice;2020T2;120,265
Nacional;16 País Vasco;General;Índice;2020T1;121,515
Nacional;16 País Vasco;General;Índice;2019T4;118,272
Nacional;16 País Vasco;General;Índice;2019T3;120,599
Nacional;16 País Vasco;General;Índice;2019T2;118,350
Nacional;16 País Vasco;General;Índice;2019T1;117,529
Nacional;16 País Vasco;General;Índice;2018T4;114,884
Nacional;16 País Vasco;General;Índice;2018T3;115,044
Nacional;16 País Vasco;General;Índice;2018T2;113,955
Nacional;16 País Vasco;General;Índice;2018T1;111,109
Nacional;16 País Vasco;General;Índice;2017T4;109,377
Nacional;16 País Vasco;General;Índice;2017T3;109,752
Nacional;16 País Vasco;General;Índice;2017T2;107,724
Nacional;16 País Vasco;General;Índice;2017T1;104,709
Nacional;16 País Vasco;General;Índice;2016T4;102,124
Nacional;16 País Vasco;General;Índice;2016T3;103,749
Nacional;16 País Vasco;General;Índice;2016T2;103,041
Nacional;16 País Vasco;General;Índice;2016T1;101,381
Nacional;16 País Vasco;General;Índice;2015T4;100,953
Nacional;16 País Vasco;General;Índice;2015T3;100,217
Nacional;16 País Vasco;General;Índice;2015T2;100,257
Nacional;16 País Vasco;General;Índice;2015T1;98,573
Nacional;16 País Vasco;General;Índice;2014T4;99,309
Nacional;16 País Vasco;General;Índice;2014T3;99,210
Nacional;16 País Vasco;General;Índice;2014T2;98,393
Nacional;16 País Vasco;General;Índice;2014T1;99,246
Nacional;16 País Vasco;General;Índice;2013T4;99,328
Nacional;16 País Vasco;General;Índice;2013T3;101,141
Nacional;16 País Vasco;General;Índice;2013T2;99,781
Nacional;16 País Vasco;General;Índice;2013T1;97,891
Nacional;16 País Vasco;General;Índice;2012T4;104,930
Nacional;16 País Vasco;General;Índice;2012T3;106,445
Nacional;16 País Vasco;General;Índice;2012T2;110,632
Nacional;16 País Vasco;General;Índice;2012T1;112,449
Nacional;16 País Vasco;General;Índice;2011T4;120,963
Nacional;16 País Vasco;General;Índice;2011T3;125,702
Nacional;16 País Vasco;General;Índice;2011T2;131,074
Nacional;16 País Vasco;General;Índice;2011T1;134,124
Nacional;16 País Vasco;General;Índice;2010T4;137,740
Nacional;16 País Vasco;General;Índice;2010T3;137,652
Nacional;16 País Vasco;General;Índice;2010T2;140,536
Nacional;16 País Vasco;General;Índice;2010T1;138,551
Nacional;16 País Vasco;General;Índice;2009T4;139,658
Nacional;16 País Vasco;General;Índice;2009T3;138,505
Nacional;16 País Vasco;General;Índice;2009T2;141,278
Nacional;16 País Vasco;General;Índice;2009T1;144,220
Nacional;16 País Vasco;General;Índice;2008T4;150,260
Nacional;16 País Vasco;General;Índice;2008T3;154,645
Nacional;16 País Vasco;General;Índice;2008T2;161,651
Nacional;16 País Vasco;General;Índice;2008T1;161,690
Nacional;16 País Vasco;General;Índice;2007T4;163,393
Nacional;16 País Vasco;General;Índice;2007T3;165,108
Nacional;16 País Vasco;General;Índice;2007T2;163,676
Nacional;16 País Vasco;General;Índice;2007T1;159,283
Nacional;17 Rioja, La;General;Índice;2025T3;168,635
Nacional;17 Rioja, La;General;Índice;2025T2;164,705
Nacional;17 Rioja, La;General;Índice;2025T1;158,501
Nacional;17 Rioja, La;General;Índice;2024T4;151,397
Nacional;17 Rioja, La;General;Índice;2024T3;147,767
Nacional;17 Rioja, La;General;Índice;2024T2;144,803
Nacional;17 Rioja, La;General;Índice;2024T1;139,961
Nacional;17 Rioja, La;General;Índice;2023T4;135,324
Nacional;17 Rioja, La;General;Índice;2023T3;135,332
Nacional;17 Rioja, La;General;Índice;2023T2;133,325
Nacional;17 Rioja, La;General;Índice;2023T1;130,660
Nacional;17 Rioja, La;General;Índice;2022T4;130,212
Nacional;17 Rioja, La;General;Índice;2022T3;132,781
Nacional;17 Rioja, La;General;Índice;2022T2;129,915
Nacional;17 Rioja, La;General;Índice;2022T1;127,118
Nacional;17 Rioja, La;General;Índice;2021T4;123,528
Nacional;17 Rioja, La;General;Índice;2021T3;122,887
Nacional;17 Rioja, La;General;Índice;2021T2;120,454
Nacional;17 Rioja, La;General;Índice;2021T1;118,456
Nacional;17 Rioja, La;General;Índice;2020T4;117,347
Nacional;17 Rioja, La;General;Índice;2020T3;116,897
Nacional;17 Rioja, La;General;Índice;2020T2;117,732
Nacional;17 Rioja, La;General;Índice;2020T1;116,744
Nacional;17 Rioja, La;General;Índice;2019T4;116,161
Nacional;17 Rioja, La;General;Índice;2019T3;115,520
Nacional;17 Rioja, La;General;Índice;2019T2;115,227
Nacional;17 Rioja, La;General;Índice;2019T1;113,141
Nacional;17 Rioja, La;General;Índice;2018T4;110,987
Nacional;17 Rioja, La;General;Índice;2018T3;110,650
Nacional;17 Rioja, La;General;Índice;2018T2;108,493
Nacional;17 Rioja, La;General;Índice;2018T1;106,496
Nacional;17 Rioja, La;General;Índice;2017T4;105,228
Nacional;17 Rioja, La;General;Índice;2017T3;103,733
Nacional;17 Rioja, La;General;Índice;2017T2;104,009
Nacional;17 Rioja, La;General;Índice;2017T1;103,177
Nacional;17 Rioja, La;General;Índice;2016T4;101,551
Nacional;17 Rioja, La;General;Índice;2016T3;102,692
Nacional;17 Rioja, La;General;Índice;2016T2;102,559
Nacional;17 Rioja, La;General;Índice;2016T1;101,038
Nacional;17 Rioja, La;General;Índice;2015T4;101,198
Nacional;17 Rioja, La;General;Índice;2015T3;100,458
Nacional;17 Rioja, La;General;Índice;2015T2;101,015
Nacional;17 Rioja, La;General;Índice;2015T1;97,329
Nacional;17 Rioja, La;General;Índice;2014T4;99,656
Nacional;17 Rioja, La;General;Índice;2014T3;99,606
Nacional;17 Rioja, La;General;Índice;2014T2;99,822
Nacional;17 Rioja, La;General;Índice;2014T1;98,849
Nacional;17 Rioja, La;General;Índice;2013T4;99,440
Nacional;17 Rioja, La;General;Índice;2013T3;103,187
Nacional;17 Rioja, La;General;Índice;2013T2;101,570
Nacional;17 Rioja, La;General;Índice;2013T1;102,695
Nacional;17 Rioja, La;General;Índice;2012T4;112,546
Nacional;17 Rioja, La;General;Índice;2012T3;114,027
Nacional;17 Rioja, La;General;Índice;2012T2;119,511
Nacional;17 Rioja, La;General;Índice;2012T1;125,248
Nacional;17 Rioja, La;General;Índice;2011T4;130,565
Nacional;17 Rioja, La;General;Índice;2011T3;136,609
Nacional;17 Rioja, La;General;Índice;2011T2;140,953
Nacional;17 Rioja, La;General;Índice;2011T1;143,510
Nacional;17 Rioja, La;General;Índice;2010T4;152,249
Nacional;17 Rioja, La;General;Índice;2010T3;153,957
Nacional;17 Rioja, La;General;Índice;2010T2;158,218
Nacional;17 Rioja, La;General;Índice;2010T1;155,668
Nacional;17 Rioja, La;General;Índice;2009T4;162,346
Nacional;17 Rioja, La;General;Índice;2009T3;160,814
Nacional;17 Rioja, La;General;Índice;2009T2;160,950
Nacional;17 Rioja, La;General;Índice;2009T1;160,388
Nacional;17 Rioja, La;General;Índice;2008T4;167,477
Nacional;17 Rioja, La;General;Índice;2008T3;167,779
Nacional;17 Rioja, La;General;Índice;2008T2;172,047
Nacional;17 Rioja, La;General;Índice;2008T1;174,361
Nacional;17 Rioja, La;General;Índice;2007T4;174,119
Nacional;17 Rioja, La;General;Índice;2007T3;170,951
Nacional;17 Rioja, La;General;Índice;2007T2;168,671
Nacional;17 Rioja, La;General;Índice;2007T1;163,779
Nacional;18 Ceuta;General;Índice;2025T3;204,600
Nacional;18 Ceuta;General;Índice;2025T2;199,398
Nacional;18 Ceuta;General;Índice;2025T1;192,344
Nacional;18 Ceuta;General;Índice;2024T4;184,569
Nacional;18 Ceuta;General;Índice;2024T3;178,624
Nacional;18 Ceuta;General;Índice;2024T2;176,973
Nacional;18 Ceuta;General;Índice;2024T1;170,101
Nacional;18 Ceuta;General;Índice;2023T4;165,638
Nacional;18 Ceuta;General;Índice;2023T3;164,611
Nacional;18 Ceuta;General;Índice;2023T2;161,660
Nacional;18 Ceuta;General;Índice;2023T1;159,058
Nacional;18 Ceuta;General;Índice;2022T4;158,378
Nacional;18 Ceuta;General;Índice;2022T3;155,619
Nacional;18 Ceuta;General;Índice;2022T2;152,246
Nacional;18 Ceuta;General;Índice;2022T1;150,704
Nacional;18 Ceuta;General;Índice;2021T4;146,641
Nacional;18 Ceuta;General;Índice;2021T3;144,209
Nacional;18 Ceuta;General;Índice;2021T2;139,038
Nacional;18 Ceuta;General;Índice;2021T1;138,250
Nacional;18 Ceuta;General;Índice;2020T4;138,288
Nacional;18 Ceuta;General;Índice;2020T3;139,489
Nacional;18 Ceuta;General;Índice;2020T2;135,216
Nacional;18 Ceuta;General;Índice;2020T1;134,821
Nacional;18 Ceuta;General;Índice;2019T4;131,854
Nacional;18 Ceuta;General;Índice;2019T3;133,637
Nacional;18 Ceuta;General;Índice;2019T2;130,592
Nacional;18 Ceuta;General;Índice;2019T1;128,575
Nacional;18 Ceuta;General;Índice;2018T4;125,311
Nacional;18 Ceuta;General;Índice;2018T3;122,940
Nacional;18 Ceuta;General;Índice;2018T2;121,003
Nacional;18 Ceuta;General;Índice;2018T1;117,811
Nacional;18 Ceuta;General;Índice;2017T4;114,842
Nacional;18 Ceuta;General;Índice;2017T3;112,918
Nacional;18 Ceuta;General;Índice;2017T2;111,457
Nacional;18 Ceuta;General;Índice;2017T1;109,787
Nacional;18 Ceuta;General;Índice;2016T4;106,354
Nacional;18 Ceuta;General;Índice;2016T3;105,811
Nacional;18 Ceuta;General;Índice;2016T2;105,497
Nacional;18 Ceuta;General;Índice;2016T1;102,958
Nacional;18 Ceuta;General;Índice;2015T4;101,215
Nacional;18 Ceuta;General;Índice;2015T3;101,799
Nacional;18 Ceuta;General;Índice;2015T2;101,252
Nacional;18 Ceuta;General;Índice;2015T1;95,735
Nacional;18 Ceuta;General;Índice;2014T4;95,173
Nacional;18 Ceuta;General;Índice;2014T3;96,096
Nacional;18 Ceuta;General;Índice;2014T2;95,460
Nacional;18 Ceuta;General;Índice;2014T1;93,798
Nacional;18 Ceuta;General;Índice;2013T4;94,231
Nacional;18 Ceuta;General;Índice;2013T3;94,759
Nacional;18 Ceuta;General;Índice;2013T2;95,791
Nacional;18 Ceuta;General;Índice;2013T1;94,555
Nacional;18 Ceuta;General;Índice;2012T4;100,115
Nacional;18 Ceuta;General;Índice;2012T3;98,552
Nacional;18 Ceuta;General;Índice;2012T2;103,630
Nacional;18 Ceuta;General;Índice;2012T1;102,994
Nacional;18 Ceuta;General;Índice;2011T4;110,130
Nacional;18 Ceuta;General;Índice;2011T3;114,146
Nacional;18 Ceuta;General;Índice;2011T2;118,168
Nacional;18 Ceuta;General;Índice;2011T1;119,777
Nacional;18 Ceuta;General;Índice;2010T4;126,418
Nacional;18 Ceuta;General;Índice;2010T3;123,554
Nacional;18 Ceuta;General;Índice;2010T2;127,833
Nacional;18 Ceuta;General;Índice;2010T1;128,259
Nacional;18 Ceuta;General;Índice;2009T4;129,859
