Total Nacional;Comunidades y Ciudades Autónomas;General, vivienda nueva y de segunda mano;Índices y tasas;Periodo;Total
Nacional;06 Cantabria;General;Índice;2013T4;97,239
Nacional;06 Cantabria;General;Índice;2013T3;95,759
Nacional;06 Cantabria;General;Índice;2013T2;94,295
Nacional;06 Cantabria;General;Índice;2013T1;94,951
Nacional;06 Cantabria;General;Índice;2012T4;101,888
Nacional;06 Cantabria;General;Índice;2012T3;101,172
Nacional;06 Cantabria;General;Índice;2012T2;106,215
Nacional;06 Cantabria;General;Índice;2012T1;111,154
Nacional;06 Cantabria;General;Índice;2011T4;116,713
Nacional;06 Cantabria;General;Índice;2011T3;119,977
Nacional;06 Cantabria;General;Índice;2011T2;124,981
Nacional;06 Cantabria;General;Índice;2011T1;127,916
Nacional;06 Cantabria;General;Índice;2010T4;132,007
Nacional;06 Cantabria;General;Índice;2010T3;133,693
Nacional;06 Cantabria;General;Índice;2010T2;137,628
Nacional;06 Cantabria;General;Índice;2010T1;136,215
Nacional;06 Cantabria;General;Índice;2009T4;142,188
Nacional;06 Cantabria;General;Índice;2009T3;143,291
Nacional;06 Cantabria;General;Índice;2009T2;143,772
Nacional;06 Cantabria;General;Índice;2009T1;144,775
Nacional;06 Cantabria;General;Índice;2008T4;151,289
Nacional;06 Cantabria;General;Índice;2008T3;153,390
Nacional;06 Cantabria;General;Índice;2008T2;155,220
Nacional;06 Cantabria;General;Índice;2008T1;156,021
Nacional;06 Cantabria;General;Índice;2007T4;155,296
Nacional;06 Cantabria;General;Índice;2007T3;153,597
Nacional;06 Cantabria;General;Índice;2007T2;151,655
Nacional;06 Cantabria;General;Índice;2007T1;147,993
Nacional;07 Castilla y León;General;Índice;2025T3;162,037
Nacional;07 Castilla y León;General;Índice;2025T2;157,423
Nacional;07 Castilla y León;General;Índice;2025T1;150,790
Nacional;07 Castilla y León;General;Índice;2024T4;144,488
Nacional;07 Castilla y León;General;Índice;2024T3;141,613
Nacional;07 Castilla y León;General;Índice;2024T2;138,609
Nacional;07 Castilla y León;General;Índice;2024T1;134,114
Nacional;07 Castilla y León;General;Índice;2023T4;130,679
Nacional;07 Castilla y León;General;Índice;2023T3;131,138
Nacional;07 Castilla y León;General;Índice;2023T2;129,698
Nacional;07 Castilla y León;General;Índice;2023T1;126,637
Nacional;07 Castilla y León;General;Índice;2022T4;126,291
Nacional;07 Castilla y León;General;Índice;2022T3;127,999
Nacional;07 Castilla y León;General;Índice;2022T2;126,114
Nacional;07 Castilla y León;General;Índice;2022T1;123,547
Nacional;07 Castilla y León;General;Índice;2021T4;121,361
Nacional;07 Castilla y León;General;Índice;2021T3;120,120
Nacional;07 Castilla y León;General;Índice;2021T2;118,515
Nacional;07 Castilla y León;General;Índice;2021T1;115,202
Nacional;07 Castilla y León;General;Índice;2020T4;115,164
Nacional;07 Castilla y León;General;Índice;2020T3;115,243
Nacional;07 Castilla y León;General;Índice;2020T2;115,509
Nacional;07 Castilla y León;General;Índice;2020T1;112,962
Nacional;07 Castilla y León;General;Índice;2019T4;113,657
Nacional;07 Castilla y León;General;Índice;2019T3;112,732
Nacional;07 Castilla y León;General;Índice;2019T2;112,193
Nacional;07 Castilla y León;General;Índice;2019T1;109,751
Nacional;07 Castilla y León;General;Índice;2018T4;108,253
Nacional;07 Castilla y León;General;Índice;2018T3;108,329
Nacional;07 Castilla y León;General;Índice;2018T2;106,521
Nacional;07 Castilla y León;General;Índice;2018T1;104,579
Nacional;07 Castilla y León;General;Índice;2017T4;103,363
Nacional;07 Castilla y León;General;Índice;2017T3;102,494
Nacional;07 Castilla y León;General;Índice;2017T2;102,645
Nacional;07 Castilla y León;General;Índice;2017T1;102,339
Nacional;07 Castilla y León;General;Índice;2016T4;101,056
Nacional;07 Castilla y León;General;Índice;2016T3;101,419
Nacional;07 Castilla y León;General;Índice;2016T2;101,504
Nacional;07 Castilla y León;General;Índice;2016T1;100,247
Nacional;07 Castilla y León;General;Índice;2015T4;100,280
Nacional;07 Castilla y León;General;Índice;2015T3;100,230
Nacional;07 Castilla y León;General;Índice;2015T2;100,950
Nacional;07 Castilla y León;General;Índice;2015T1;98,540
Nacional;07 Castilla y León;General;Índice;2014T4;99,349
Nacional;07 Castilla y León;General;Índice;2014T3;98,509
Nacional;07 Castilla y León;General;Índice;2014T2;99,529
Nacional;07 Castilla y León;General;Índice;2014T1;97,711
Nacional;07 Castilla y León;General;Índice;2013T4;98,528
Nacional;07 Castilla y León;General;Índice;2013T3;101,331
Nacional;07 Castilla y León;General;Índice;2013T2;101,460
Nacional;07 Castilla y León;General;Índice;2013T1;103,543
Nacional;07 Castilla y León;General;Índice;2012T4;113,533
Nacional;07 Castilla y León;General;Índice;2012T3;114,622
Nacional;07 Castilla y León;General;Índice;2012T2;119,053
Nacional;07 Castilla y León;General;Índice;2012T1;124,211
Nacional;07 Castilla y León;General;Índice;2011T4;129,587
Nacional;07 Castilla y León;General;Índice;2011T3;136,330
Nacional;07 Castilla y León;General;Índice;2011T2;138,492
Nacional;07 Castilla y León;General;Índice;2011T1;138,792
Nacional;07 Castilla y León;General;Índice;2010T4;144,755
Nacional;07 Castilla y León;General;Índice;2010T3;143,193
Nacional;07 Castilla y León;General;Índice;2010T2;147,404
Nacional;07 Castilla y León;General;Índice;2010T1;143,812
Nacional;07 Castilla y León;General;Índice;2009T4;146,719
Nacional;07 Castilla y León;General;Índice;2009T3;148,464
Nacional;07 Castilla y León;General;Índice;2009T2;150,232
Nacional;07 Castilla y León;General;Índice;2009T1;150,169
Nacional;07 Castilla y León;General;Índice;2008T4;150,524
Nacional;07 Castilla y León;General;Índice;2008T3;152,235
Nacional;07 Castilla y León;General;Índice;2008T2;153,905
Nacional;07 Castilla y León;General;Índice;2008T1;155,332
Nacional;07 Castilla y León;General;Índice;2007T4;154,401
Nacional;07 Castilla y León;General;Índice;2007T3;151,760
Nacional;07 Castilla y León;General;Índice;2007T2;148,470
Nacional;07 Castilla y León;General;Índice;2007T1;144,624
Nacional;08 Castilla - La Mancha;General;Índice;2025T3;145,063
Nacional;08 Castilla - La Mancha;General;Índice;2025T2;141,709
Nacional;08 Castilla - La Mancha;General;Índice;2025T1;136,159
Nacional;08 Castilla - La Mancha;General;Índice;2024T4;131,455
Nacional;08 Castilla - La Mancha;General;Índice;2024T3;129,997
Nacional;08 Castilla - La Mancha;General;Índice;2024T2;127,322
Nacional;08 Castilla - La Mancha;General;Índice;2024T1;123,353
Nacional;08 Castilla - La Mancha;General;Índice;2023T4;120,963
Nacional;08 Castilla - La Mancha;General;Índice;2023T3;121,611
Nacional;08 Castilla - La Mancha;General;Índice;2023T2;120,939
Nacional;08 Castilla - La Mancha;General;Índice;2023T1;117,560
Nacional;08 Castilla - La Mancha;General;Índice;2022T4;118,496
Nacional;08 Castilla - La Mancha;General;Índice;2022T3;120,366
Nacional;08 Castilla - La Mancha;General;Índice;2022T2;118,588
Nacional;08 Castilla - La Mancha;General;Índice;2022T1;115,686
Nacional;08 Castilla - La Mancha;General;Índice;2021T4;113,907
Nacional;08 Castilla - La Mancha;General;Índice;2021T3;112,940
Nacional;08 Castilla - La Mancha;General;Índice;2021T2;111,840
Nacional;08 Castilla - La Mancha;General;Índice;2021T1;107,989
Nacional;08 Castilla - La Mancha;General;Índice;2020T4;109,532
Nacional;08 Castilla - La Mancha;General;Índice;2020T3;109,655
Nacional;08 Castilla - La Mancha;General;Índice;2020T2;109,242
Nacional;08 Castilla - La Mancha;General;Índice;2020T1;107,689
Nacional;08 Castilla - La Mancha;General;Índice;2019T4;108,241
Nacional;08 Castilla - La Mancha;General;Índice;2019T3;108,160
Nacional;08 Castilla - La Mancha;General;Índice;2019T2;107,576
Nacional;08 Castilla - La Mancha;General;Índice;2019T1;106,595
Nacional;08 Castilla - La Mancha;General;Índice;2018T4;105,067
Nacional;08 Castilla - La Mancha;General;Índice;2018T3;104,912
Nacional;08 Castilla - La Mancha;General;Índice;2018T2;103,544
Nacional;08 Castilla - La Mancha;General;Índice;2018T1;102,378
Nacional;08 Castilla - La Mancha;General;Índice;2017T4;100,939
Nacional;08 Castilla - La Mancha;General;Índice;2017T3;101,655
Nacional;08 Castilla - La Mancha;General;Índice;2017T2;102,039
Nacional;08 Castilla - La Mancha;General;Índice;2017T1;101,696
Nacional;08 Castilla - La Mancha;General;Índice;2016T4;100,508
Nacional;08 Castilla - La Mancha;General;Índice;2016T3;101,482
Nacional;08 Castilla - La Mancha;General;Índice;2016T2;101,273
Nacional;08 Castilla - La Mancha;General;Índice;2016T1;100,087
Nacional;08 Castilla - La Mancha;General;Índice;2015T4;100,497
Nacional;08 Castilla - La Mancha;General;Índice;2015T3;100,191
Nacional;08 Castilla - La Mancha;General;Índice;2015T2;100,683
Nacional;08 Castilla - La Mancha;General;Índice;2015T1;98,629
Nacional;08 Castilla - La Mancha;General;Índice;2014T4;98,392
Nacional;08 Castilla - La Mancha;General;Índice;2014T3;97,270
Nacional;08 Castilla - La Mancha;General;Índice;2014T2;98,856
Nacional;08 Castilla - La Mancha;General;Índice;2014T1;96,864
Nacional;08 Castilla - La Mancha;General;Índice;2013T4;97,994
Nacional;08 Castilla - La Mancha;General;Índice;2013T3;100,517
Nacional;08 Castilla - La Mancha;General;Índice;2013T2;100,477
Nacional;08 Castilla - La Mancha;General;Índice;2013T1;103,094
Nacional;08 Castilla - La Mancha;General;Índice;2012T4;115,185
Nacional;08 Castilla - La Mancha;General;Índice;2012T3;115,386
Nacional;08 Castilla - La Mancha;General;Índice;2012T2;119,785
Nacional;08 Castilla - La Mancha;General;Índice;2012T1;123,417
Nacional;08 Castilla - La Mancha;General;Índice;2011T4;129,704
Nacional;08 Castilla - La Mancha;General;Índice;2011T3;133,805
Nacional;08 Castilla - La Mancha;General;Índice;2011T2;135,457
Nacional;08 Castilla - La Mancha;General;Índice;2011T1;136,817
Nacional;08 Castilla - La Mancha;General;Índice;2010T4;142,289
Nacional;08 Castilla - La Mancha;General;Índice;2010T3;141,066
Nacional;08 Castilla - La Mancha;General;Índice;2010T2;146,121
Nacional;08 Castilla - La Mancha;General;Índice;2010T1;143,071
Nacional;08 Castilla - La Mancha;General;Índice;2009T4;143,468
Nacional;08 Castilla - La Mancha;General;Índice;2009T3;144,502
Nacional;08 Castilla - La Mancha;General;Índice;2009T2;145,479
Nacional;08 Castilla - La Mancha;General;Índice;2009T1;145,630
Nacional;08 Castilla - La Mancha;General;Índice;2008T4;146,557
Nacional;08 Castilla - La Mancha;General;Índice;2008T3;150,271
Nacional;08 Castilla - La Mancha;General;Índice;2008T2;150,768
Nacional;08 Castilla - La Mancha;General;Índice;2008T1;149,291
Nacional;08 Castilla - La Mancha;General;Índice;2007T4;148,855
Nacional;08 Castilla - La Mancha;General;Índice;2007T3;148,263
Nacional;08 Castilla - La Mancha;General;Índice;2007T2;145,683
Nacional;08 Castilla - La Mancha;General;Índice;2007T1;142,158
Nacional;09 Cataluña;General;Índice;2025T3;190,561
Nacional;09 Cataluña;General;Índice;2025T2;185,881
Nacional;09 Cataluña;General;Índice;2025T1;180,959
Nacional;09 Cataluña;General;Índice;2024T4;174,491
Nacional;09 Cataluña;General;Índice;2024T3;171,230
Nacional;09 Cataluña;General;Índice;2024T2;166,573
Nacional;09 Cataluña;General;Índice;2024T1;162,075
Nacional;09 Cataluña;General;Índice;2023T4;158,037
Nacional;09 Cataluña;General;Índice;2023T3;160,395
Nacional;09 Cataluña;General;Índice;2023T2;156,147
Nacional;09 Cataluña;General;Índice;2023T1;153,461
Nacional;09 Cataluña;General;Índice;2022T4;152,647
Nacional;09 Cataluña;General;Índice;2022T3;154,552
Nacional;09 Cataluña;General;Índice;2022T2;151,314
Nacional;09 Cataluña;General;Índice;2022T1;148,291
Nacional;09 Cataluña;General;Índice;2021T4;144,743
Nacional;09 Cataluña;General;Índice;2021T3;142,940
Nacional;09 Cataluña;General;Índice;2021T2;141,133
Nacional;09 Cataluña;General;Índice;2021T1;137,675
Nacional;09 Cataluña;General;Índice;2020T4;136,461
Nacional;09 Cataluña;General;Índice;2020T3;138,395
Nacional;09 Cataluña;General;Índice;2020T2;136,693
Nacional;09 Cataluña;General;Índice;2020T1;136,020
Nacional;09 Cataluña;General;Índice;2019T4;135,113
Nacional;09 Cataluña;General;Índice;2019T3;136,037
Nacional;09 Cataluña;General;Índice;2019T2;133,590
Nacional;09 Cataluña;General;Índice;2019T1;131,836
Nacional;09 Cataluña;General;Índice;2018T4;130,708
Nacional;09 Cataluña;General;Índice;2018T3;129,967
Nacional;09 Cataluña;General;Índice;2018T2;127,004
Nacional;09 Cataluña;General;Índice;2018T1;122,514
Nacional;09 Cataluña;General;Índice;2017T4;120,858
Nacional;09 Cataluña;General;Índice;2017T3;119,167
Nacional;09 Cataluña;General;Índice;2017T2;116,165
Nacional;09 Cataluña;General;Índice;2017T1;112,848
Nacional;09 Cataluña;General;Índice;2016T4;109,666
Nacional;09 Cataluña;General;Índice;2016T3;108,383
Nacional;09 Cataluña;General;Índice;2016T2;106,291
Nacional;09 Cataluña;General;Índice;2016T1;103,741
Nacional;09 Cataluña;General;Índice;2015T4;102,068
Nacional;09 Cataluña;General;Índice;2015T3;101,643
Nacional;09 Cataluña;General;Índice;2015T2;100,740
Nacional;09 Cataluña;General;Índice;2015T1;95,549
Nacional;09 Cataluña;General;Índice;2014T4;96,421
Nacional;09 Cataluña;General;Índice;2014T3;95,813
Nacional;09 Cataluña;General;Índice;2014T2;95,514
Nacional;09 Cataluña;General;Índice;2014T1;93,836
Nacional;09 Cataluña;General;Índice;2013T4;94,327
Nacional;09 Cataluña;General;Índice;2013T3;94,755
Nacional;09 Cataluña;General;Índice;2013T2;94,031
Nacional;09 Cataluña;General;Índice;2013T1;94,236
Nacional;09 Cataluña;General;Índice;2012T4;101,632
Nacional;09 Cataluña;General;Índice;2012T3;103,095
Nacional;09 Cataluña;General;Índice;2012T2;108,557
Nacional;09 Cataluña;General;Índice;2012T1;112,769
Nacional;09 Cataluña;General;Índice;2011T4;118,615
Nacional;09 Cataluña;General;Índice;2011T3;124,828
Nacional;09 Cataluña;General;Índice;2011T2;130,068
Nacional;09 Cataluña;General;Índice;2011T1;132,578
Nacional;09 Cataluña;General;Índice;2010T4;138,422
Nacional;09 Cataluña;General;Índice;2010T3;139,219
Nacional;09 Cataluña;General;Índice;2010T2;141,694
Nacional;09 Cataluña;General;Índice;2010T1;140,235
Nacional;09 Cataluña;General;Índice;2009T4;142,339
Nacional;09 Cataluña;General;Índice;2009T3;142,467
Nacional;09 Cataluña;General;Índice;2009T2;144,561
Nacional;09 Cataluña;General;Índice;2009T1;145,496
Nacional;09 Cataluña;General;Índice;2008T4;153,096
Nacional;09 Cataluña;General;Índice;2008T3;160,411
Nacional;09 Cataluña;General;Índice;2008T2;166,667
Nacional;09 Cataluña;General;Índice;2008T1;168,620
Nacional;09 Cataluña;General;Índice;2007T4;170,591
Nacional;09 Cataluña;General;Índice;2007T3;174,880
Nacional;09 Cataluña;General;Índice;2007T2;175,835
Nacional;09 Cataluña;General;Índice;2007T1;170,691
Nacional;10 Comunitat Valenciana;General;Índice;2025T3;170,956
Nacional;10 Comunitat Valenciana;General;Índice;2025T2;165,435
Nacional;10 Comunitat Valenciana;General;Índice;2025T1;158,202
Nacional;10 Comunitat Valenciana;General;Índice;2024T4;154,122
Nacional;10 Comunitat Valenciana;General;Índice;2024T3;151,002
Nacional;10 Comunitat Valenciana;General;Índice;2024T2;146,950
Nacional;10 Comunitat Valenciana;General;Índice;2024T1;140,857
Nacional;10 Comunitat Valenciana;General;Índice;2023T4;137,366
Nacional;10 Comunitat Valenciana;General;Índice;2023T3;138,773
Nacional;10 Comunitat Valenciana;General;Índice;2023T2;135,280
Nacional;10 Comunitat Valenciana;General;Índice;2023T1;132,264
Nacional;10 Comunitat Valenciana;General;Índice;2022T4;131,774
Nacional;10 Comunitat Valenciana;General;Índice;2022T3;132,058
Nacional;10 Comunitat Valenciana;General;Índice;2022T2;130,746
Nacional;10 Comunitat Valenciana;General;Índice;2022T1;127,966
Nacional;10 Comunitat Valenciana;General;Índice;2021T4;125,433
Nacional;10 Comunitat Valenciana;General;Índice;2021T3;123,520
Nacional;10 Comunitat Valenciana;General;Índice;2021T2;121,046
Nacional;10 Comunitat Valenciana;General;Índice;2021T1;117,465
Nacional;10 Comunitat Valenciana;General;Índice;2020T4;117,481
Nacional;10 Comunitat Valenciana;General;Índice;2020T3;117,677
Nacional;10 Comunitat Valenciana;General;Índice;2020T2;116,038
Nacional;10 Comunitat Valenciana;General;Índice;2020T1;116,059
Nacional;10 Comunitat Valenciana;General;Índice;2019T4;115,562
Nacional;10 Comunitat Valenciana;General;Índice;2019T3;115,325
Nacional;10 Comunitat Valenciana;General;Índice;2019T2;114,209
Nacional;10 Comunitat Valenciana;General;Índice;2019T1;112,128
Nacional;10 Comunitat Valenciana;General;Índice;2018T4;111,364
Nacional;10 Comunitat Valenciana;General;Índice;2018T3;110,662
Nacional;10 Comunitat Valenciana;General;Índice;2018T2;109,036
Nacional;10 Comunitat Valenciana;General;Índice;2018T1;107,643
Nacional;10 Comunitat Valenciana;General;Índice;2017T4;106,925
Nacional;10 Comunitat Valenciana;General;Índice;2017T3;105,721
Nacional;10 Comunitat Valenciana;General;Índice;2017T2;104,811
Nacional;10 Comunitat Valenciana;General;Índice;2017T1;104,081
Nacional;10 Comunitat Valenciana;General;Índice;2016T4;102,668
Nacional;10 Comunitat Valenciana;General;Índice;2016T3;102,700
Nacional;10 Comunitat Valenciana;General;Índice;2016T2;102,913
Nacional;10 Comunitat Valenciana;General;Índice;2016T1;102,167
Nacional;10 Comunitat Valenciana;General;Índice;2015T4;100,918
Nacional;10 Comunitat Valenciana;General;Índice;2015T3;100,800
Nacional;10 Comunitat Valenciana;General;Índice;2015T2;101,074
Nacional;10 Comunitat Valenciana;General;Índice;2015T1;97,208
Nacional;10 Comunitat Valenciana;General;Índice;2014T4;98,015
Nacional;10 Comunitat Valenciana;General;Índice;2014T3;98,762
Nacional;10 Comunitat Valenciana;General;Índice;2014T2;98,408
Nacional;10 Comunitat Valenciana;General;Índice;2014T1;95,453
Nacional;10 Comunitat Valenciana;General;Índice;2013T4;95,391
Nacional;10 Comunitat Valenciana;General;Índice;2013T3;97,859
Nacional;10 Comunitat Valenciana;General;Índice;2013T2;96,157
Nacional;10 Comunitat Valenciana;General;Índice;2013T1;97,954
Nacional;10 Comunitat Valenciana;General;Índice;2012T4;101,888
Nacional;10 Comunitat Valenciana;General;Índice;2012T3;104,218
Nacional;10 Comunitat Valenciana;General;Índice;2012T2;107,770
Nacional;10 Comunitat Valenciana;General;Índice;2012T1;111,900
Nacional;10 Comunitat Valenciana;General;Índice;2011T4;118,460
Nacional;10 Comunitat Valenciana;General;Índice;2011T3;121,236
Nacional;10 Comunitat Valenciana;General;Índice;2011T2;125,625
Nacional;10 Comunitat Valenciana;General;Índice;2011T1;127,294
Nacional;10 Comunitat Valenciana;General;Índice;2010T4;131,259
Nacional;10 Comunitat Valenciana;General;Índice;2010T3;132,307
Nacional;10 Comunitat Valenciana;General;Índice;2010T2;135,343
Nacional;10 Comunitat Valenciana;General;Índice;2010T1;133,170
Nacional;10 Comunitat Valenciana;General;Índice;2009T4;135,781
Nacional;10 Comunitat Valenciana;General;Índice;2009T3;136,444
Nacional;10 Comunitat Valenciana;General;Índice;2009T2;138,074
Nacional;10 Comunitat Valenciana;General;Índice;2009T1;138,894
Nacional;10 Comunitat Valenciana;General;Índice;2008T4;142,711
Nacional;10 Comunitat Valenciana;General;Índice;2008T3;145,333
Nacional;10 Comunitat Valenciana;General;Índice;2008T2;146,262
Nacional;10 Comunitat Valenciana;General;Índice;2008T1;146,519
Nacional;10 Comunitat Valenciana;General;Índice;2007T4;145,844
Nacional;10 Comunitat Valenciana;General;Índice;2007T3;144,180
Nacional;10 Comunitat Valenciana;General;Índice;2007T2;141,929
Nacional;10 Comunitat Valenciana;General;Índice;2007T1;137,102
Nacional;11 Extremadura;General;Índice;2025T3;143,251
Nacional;11 Extremadura;General;Índice;2025T2;139,216
Nacional;11 Extremadura;General;Índice;2025T1;133,037
Nacional;11 Extremadura;General;Índice;2024T4;128,070
Nacional;11 Extremadura;General;Índice;2024T3;127,293
Nacional;11 Extremadura;General;Índice;2024T2;124,125
Nacional;11 Extremadura;General;Índice;2024T1;119,938
Nacional;11 Extremadura;General;Índice;2023T4;117,381
Nacional;11 Extremadura;General;Índice;2023T3;117,644
Nacional;11 Extremadura;General;Índice;2023T2;116,912
Nacional;11 Extremadura;General;Índice;2023T1;113,518
Nacional;11 Extremadura;General;Índice;2022T4;114,850
Nacional;11 Extremadura;General;Índice;2022T3;116,414
Nacional;11 Extremadura;General;Índice;2022T2;114,871
Nacional;11 Extremadura;General;Índice;2022T1;112,312
Nacional;11 Extremadura;General;Índice;2021T4;111,719
Nacional;11 Extremadura;General;Índice;2021T3;109,277
Nacional;11 Extremadura;General;Índice;2021T2;109,052
Nacional;11 Extremadura;General;Índice;2021T1;105,038
Nacional;11 Extremadura;General;Índice;2020T4;106,508
Nacional;11 Extremadura;General;Índice;2020T3;106,236
Nacional;11 Extremadura;General;Índice;2020T2;107,257
Nacional;11 Extremadura;General;Índice;2020T1;105,234
Nacional;11 Extremadura;General;Índice;2019T4;106,046
Nacional;11 Extremadura;General;Índice;2019T3;106,237
Nacional;11 Extremadura;General;Índice;2019T2;105,896
Nacional;11 Extremadura;General;Índice;2019T1;104,880
Nacional;11 Extremadura;General;Índice;2018T4;103,768
Nacional;11 Extremadura;General;Índice;2018T3;104,670
Nacional;11 Extremadura;General;Índice;2018T2;104,122
Nacional;11 Extremadura;General;Índice;2018T1;102,388
Nacional;11 Extremadura;General;Índice;2017T4;101,075
Nacional;11 Extremadura;General;Índice;2017T3;102,398
Nacional;11 Extremadura;General;Índice;2017T2;101,886
Nacional;11 Extremadura;General;Índice;2017T1;102,040
Nacional;11 Extremadura;General;Índice;2016T4;100,885
Nacional;11 Extremadura;General;Índice;2016T3;102,371
Nacional;11 Extremadura;General;Índice;2016T2;101,524
Nacional;11 Extremadura;General;Índice;2016T1;100,939
Nacional;11 Extremadura;General;Índice;2015T4;100,094
Nacional;11 Extremadura;General;Índice;2015T3;100,398
Nacional;11 Extremadura;General;Índice;2015T2;100,233
Nacional;11 Extremadura;General;Índice;2015T1;99,275
Nacional;11 Extremadura;General;Índice;2014T4;97,574
Nacional;11 Extremadura;General;Índice;2014T3;97,160
Nacional;11 Extremadura;General;Índice;2014T2;99,326
Nacional;11 Extremadura;General;Índice;2014T1;98,443
Nacional;11 Extremadura;General;Índice;2013T4;98,279
Nacional;11 Extremadura;General;Índice;2013T3;101,848
Nacional;11 Extremadura;General;Índice;2013T2;102,923
Nacional;11 Extremadura;General;Índice;2013T1;106,375
Nacional;11 Extremadura;General;Índice;2012T4;116,527
Nacional;11 Extremadura;General;Índice;2012T3;118,487
Nacional;11 Extremadura;General;Índice;2012T2;122,018
Nacional;11 Extremadura;General;Índice;2012T1;123,230
Nacional;11 Extremadura;General;Índice;2011T4;127,530
Nacional;11 Extremadura;General;Índice;2011T3;131,290
Nacional;11 Extremadura;General;Índice;2011T2;131,731
Nacional;11 Extremadura;General;Índice;2011T1;132,502
Nacional;11 Extremadura;General;Índice;2010T4;138,621
Nacional;11 Extremadura;General;Índice;2010T3;137,766
Nacional;11 Extremadura;General;Índice;2010T2;142,948
Nacional;11 Extremadura;General;Índice;2010T1;137,657
Nacional;11 Extremadura;General;Índice;2009T4;136,367
Nacional;11 Extremadura;General;Índice;2009T3;138,991
Nacional;11 Extremadura;General;Índice;2009T2;138,829
Nacional;11 Extremadura;General;Índice;2009T1;134,852
Nacional;11 Extremadura;General;Índice;2008T4;133,827
Nacional;11 Extremadura;General;Índice;2008T3;139,199
Nacional;11 Extremadura;General;Índice;2008T2;140,231
Nacional;11 Extremadura;General;Índice;2008T1;137,882
Nacional;11 Extremadura;General;Índice;2007T4;136,545
Nacional;11 Extremadura;General;Índice;2007T3;135,214
Nacional;11 Extremadura;General;Índice;2007T2;133,609
Nacional;11 Extremadura;General;Índice;2007T1;128,926
Nacional;12 Galicia;General;Índice;2025T3;164,069
Nacional;12 Galicia;General;Índice;2025T2;158,913
Nacional;12 Galicia;General;Índice;2025T1;151,721
Nacional;12 Galicia;General;Índice;2024T4;146,552
Nacional;12 Galicia;General;Índice;2024T3;144,703
Nacional;12 Galicia;General;Índice;2024T2;140,946
Nacional;12 Galicia;General;Índice;2024T1;136,417
Nacional;12 Galicia;General;Índice;2023T4;132,570
Nacional;12 Galicia;General;Índice;2023T3;134,796
Nacional;12 Galicia;General;Índice;2023T2;132,073
Nacional;12 Galicia;General;Índice;2023T1;129,786
Nacional;12 Galicia;General;Índice;2022T4;128,172
Nacional;12 Galicia;General;Índice;2022T3;128,919
Nacional;12 Galicia;General;Índice;2022T2;128,080
Nacional;12 Galicia;General;Índice;2022T1;125,568
Nacional;12 Galicia;General;Índice;2021T4;122,678
Nacional;12 Galicia;General;Índice;2021T3;121,530
Nacional;12 Galicia;General;Índice;2021T2;118,952
Nacional;12 Galicia;General;Índice;2021T1;115,961
Nacional;12 Galicia;General;Índice;2020T4;114,833
Nacional;12 Galicia;General;Índice;2020T3;114,881
Nacional;12 Galicia;General;Índice;2020T2;114,935
Nacional;12 Galicia;General;Índice;2020T1;113,415
Nacional;12 Galicia;General;Índice;2019T4;113,514
Nacional;12 Galicia;General;Índice;2019T3;112,716
Nacional;12 Galicia;General;Índice;2019T2;111,946
Nacional;12 Galicia;General;Índice;2019T1;109,816
Nacional;12 Galicia;General;Índice;2018T4;109,235
Nacional;12 Galicia;General;Índice;2018T3;108,643
Nacional;12 Galicia;General;Índice;2018T2;106,771
Nacional;12 Galicia;General;Índice;2018T1;106,043
Nacional;12 Galicia;General;Índice;2017T4;104,973
Nacional;12 Galicia;General;Índice;2017T3;104,396
Nacional;12 Galicia;General;Índice;2017T2;102,744
Nacional;12 Galicia;General;Índice;2017T1;102,753
Nacional;12 Galicia;General;Índice;2016T4;102,027
Nacional;12 Galicia;General;Índice;2016T3;102,621
Nacional;12 Galicia;General;Índice;2016T2;101,768
Nacional;12 Galicia;General;Índice;2016T1;101,412
Nacional;12 Galicia;General;Índice;2015T4;99,954
Nacional;12 Galicia;General;Índice;2015T3;101,341
Nacional;12 Galicia;General;Índice;2015T2;100,529
Nacional;12 Galicia;General;Índice;2015T1;98,176
Nacional;12 Galicia;General;Índice;2014T4;98,318
Nacional;12 Galicia;General;Índice;2014T3;98,902
Nacional;12 Galicia;General;Índice;2014T2;99,732
Nacional;12 Galicia;General;Índice;2014T1;97,668
Nacional;12 Galicia;General;Índice;2013T4;97,337
Nacional;12 Galicia;General;Índice;2013T3;100,894
Nacional;12 Galicia;General;Índice;2013T2;99,665
Nacional;12 Galicia;General;Índice;2013T1;101,441
Nacional;12 Galicia;General;Índice;2012T4;109,198
Nacional;12 Galicia;General;Índice;2012T3;108,648
Nacional;12 Galicia;General;Índice;2012T2;114,500
Nacional;12 Galicia;General;Índice;2012T1;117,192
Nacional;12 Galicia;General;Índice;2011T4;124,974
Nacional;12 Galicia;General;Índice;2011T3;128,343
Nacional;12 Galicia;General;Índice;2011T2;131,202
Nacional;12 Galicia;General;Índice;2011T1;131,894
Nacional;12 Galicia;General;Índice;2010T4;135,699
Nacional;12 Galicia;General;Índice;2010T3;133,637
Nacional;12 Galicia;General;Índice;2010T2;138,785
Nacional;12 Galicia;General;Índice;2010T1;135,923
Nacional;12 Galicia;General;Índice;2009T4;137,605
Nacional;12 Galicia;General;Índice;2009T3;138,109
Nacional;12 Galicia;General;Índice;2009T2;139,875
Nacional;12 Galicia;General;Índice;2009T1;139,291
