País de nacimiento;Grupo quinquenal de edad;Sexo;Periodo;Total
India;Todas las edades;Total;1 de octubre de 2004;""
India;Todas las edades;Total;1 de julio de 2004;16.655
India;Todas las edades;Total;1 de abril de 2004;""
India;Todas las edades;Total;1 de enero de 2004;15.261
India;Todas las edades;Total;1 de octubre de 2003;""
India;Todas las edades;Total;1 de julio de 2003;14.021
India;Todas las edades;Total;1 de abril de 2003;""
India;Todas las edades;Total;1 de enero de 2003;12.594
India;Todas las edades;Total;1 de octubre de 2002;""
India;Todas las edades;Total;1 de julio de 2002;11.306
India;Todas las edades;Total;1 de abril de 2002;""
India;Todas las edades;Total;1 de enero de 2002;9.800
Pakistán;Todas las edades;Total;1 de enero de 2025;135.696
Pakistán;Todas las edades;Total;1 de octubre de 2024;132.983
Pakistán;Todas las edades;Total;1 de julio de 2024;129.118
Pakistán;Todas las edades;Total;1 de abril de 2024;125.716
Pakistán;Todas las edades;Total;1 de enero de 2024;123.882
Pakistán;Todas las edades;Total;1 de octubre de 2023;122.722
Pakistán;Todas las edades;Total;1 de julio de 2023;120.132
Pakistán;Todas las edades;Total;1 de abril de 2023;117.379
Pakistán;Todas las edades;Total;1 de enero de 2023;114.693
Pakistán;Todas las edades;Total;1 de octubre de 2022;111.637
Pakistán;Todas las edades;Total;1 de julio de 2022;108.747
Pakistán;Todas las edades;Total;1 de abril de 2022;107.086
Pakistán;Todas las edades;Total;1 de enero de 2022;105.701
Pakistán;Todas las edades;Total;1 de octubre de 2021;105.112
Pakistán;Todas las edades;Total;1 de julio de 2021;103.072
Pakistán;Todas las edades;Total;1 de abril de 2021;102.782
Pakistán;Todas las edades;Total;1 de enero de 2021;101.941
Pakistán;Todas las edades;Total;1 de octubre de 2020;""
Pakistán;Todas las edades;Total;1 de julio de 2020;97.785
Pakistán;Todas las edades;Total;1 de abril de 2020;""
Pakistán;Todas las edades;Total;1 de enero de 2020;94.243
Pakistán;Todas las edades;Total;1 de octubre de 2019;""
Pakistán;Todas las edades;Total;1 de julio de 2019;88.867
Pakistán;Todas las edades;Total;1 de abril de 2019;""
Pakistán;Todas las edades;Total;1 de enero de 2019;83.128
Pakistán;Todas las edades;Total;1 de octubre de 2018;""
Pakistán;Todas las edades;Total;1 de julio de 2018;78.452
Pakistán;Todas las edades;Total;1 de abril de 2018;""
Pakistán;Todas las edades;Total;1 de enero de 2018;74.862
Pakistán;Todas las edades;Total;1 de octubre de 2017;""
Pakistán;Todas las edades;Total;1 de julio de 2017;71.824
Pakistán;Todas las edades;Total;1 de abril de 2017;""
Pakistán;Todas las edades;Total;1 de enero de 2017;69.614
Pakistán;Todas las edades;Total;1 de octubre de 2016;""
Pakistán;Todas las edades;Total;1 de julio de 2016;67.644
Pakistán;Todas las edades;Total;1 de abril de 2016;""
Pakistán;Todas las edades;Total;1 de enero de 2016;65.644
Pakistán;Todas las edades;Total;1 de octubre de 2015;""
Pakistán;Todas las edades;Total;1 de julio de 2015;64.727
Pakistán;Todas las edades;Total;1 de abril de 2015;""
Pakistán;Todas las edades;Total;1 de enero de 2015;63.867
Pakistán;Todas las edades;Total;1 de octubre de 2014;""
Pakistán;Todas las edades;Total;1 de julio de 2014;64.012
Pakistán;Todas las edades;Total;1 de abril de 2014;""
Pakistán;Todas las edades;Total;1 de enero de 2014;63.315
Pakistán;Todas las edades;Total;1 de octubre de 2013;""
Pakistán;Todas las edades;Total;1 de julio de 2013;65.158
Pakistán;Todas las edades;Total;1 de abril de 2013;""
Pakistán;Todas las edades;Total;1 de enero de 2013;66.941
Pakistán;Todas las edades;Total;1 de octubre de 2012;""
Pakistán;Todas las edades;Total;1 de julio de 2012;68.414
Pakistán;Todas las edades;Total;1 de abril de 2012;""
Pakistán;Todas las edades;Total;1 de enero de 2012;67.953
Pakistán;Todas las edades;Total;1 de octubre de 2011;""
Pakistán;Todas las edades;Total;1 de julio de 2011;67.791
Pakistán;Todas las edades;Total;1 de abril de 2011;""
Pakistán;Todas las edades;Total;1 de enero de 2011;66.044
Pakistán;Todas las edades;Total;1 de octubre de 2010;""
Pakistán;Todas las edades;Total;1 de julio de 2010;60.930
Pakistán;Todas las edades;Total;1 de abril de 2010;""
Pakistán;Todas las edades;Total;1 de enero de 2010;56.834
Pakistán;Todas las edades;Total;1 de octubre de 2009;""
Pakistán;Todas las edades;Total;1 de julio de 2009;56.476
Pakistán;Todas las edades;Total;1 de abril de 2009;""
Pakistán;Todas las edades;Total;1 de enero de 2009;55.570
Pakistán;Todas las edades;Total;1 de octubre de 2008;""
Pakistán;Todas las edades;Total;1 de julio de 2008;53.052
Pakistán;Todas las edades;Total;1 de abril de 2008;""
Pakistán;Todas las edades;Total;1 de enero de 2008;49.663
Pakistán;Todas las edades;Total;1 de octubre de 2007;""
Pakistán;Todas las edades;Total;1 de julio de 2007;46.184
Pakistán;Todas las edades;Total;1 de abril de 2007;""
Pakistán;Todas las edades;Total;1 de enero de 2007;43.977
Pakistán;Todas las edades;Total;1 de octubre de 2006;""
Pakistán;Todas las edades;Total;1 de julio de 2006;43.243
Pakistán;Todas las edades;Total;1 de abril de 2006;""
Pakistán;Todas las edades;Total;1 de enero de 2006;41.581
Pakistán;Todas las edades;Total;1 de octubre de 2005;""
Pakistán;Todas las edades;Total;1 de julio de 2005;39.512
Pakistán;Todas las edades;Total;1 de abril de 2005;""
Pakistán;Todas las edades;Total;1 de enero de 2005;32.682
Pakistán;Todas las edades;Total;1 de octubre de 2004;""
Pakistán;Todas las edades;Total;1 de julio de 2004;28.246
Pakistán;Todas las edades;Total;1 de abril de 2004;""
Pakistán;Todas las edades;Total;1 de enero de 2004;24.537
Pakistán;Todas las edades;Total;1 de octubre de 2003;""
Pakistán;Todas las edades;Total;1 de julio de 2003;21.939
Pakistán;Todas las edades;Total;1 de abril de 2003;""
Pakistán;Todas las edades;Total;1 de enero de 2003;19.320
Pakistán;Todas las edades;Total;1 de octubre de 2002;""
Pakistán;Todas las edades;Total;1 de julio de 2002;16.371
Pakistán;Todas las edades;Total;1 de abril de 2002;""
Pakistán;Todas las edades;Total;1 de enero de 2002;12.289
Otro país de Asia;Todas las edades;Total;1 de enero de 2025;110.616
Otro país de Asia;Todas las edades;Total;1 de octubre de 2024;106.436
Otro país de Asia;Todas las edades;Total;1 de julio de 2024;102.579
Otro país de Asia;Todas las edades;Total;1 de abril de 2024;100.809
Otro país de Asia;Todas las edades;Total;1 de enero de 2024;99.991
Otro país de Asia;Todas las edades;Total;1 de octubre de 2023;98.054
Otro país de Asia;Todas las edades;Total;1 de julio de 2023;95.743
Otro país de Asia;Todas las edades;Total;1 de abril de 2023;94.936
Otro país de Asia;Todas las edades;Total;1 de enero de 2023;93.190
Otro país de Asia;Todas las edades;Total;1 de octubre de 2022;91.023
Otro país de Asia;Todas las edades;Total;1 de julio de 2022;88.096
Otro país de Asia;Todas las edades;Total;1 de abril de 2022;85.861
Otro país de Asia;Todas las edades;Total;1 de enero de 2022;84.030
Otro país de Asia;Todas las edades;Total;1 de octubre de 2021;82.584
Otro país de Asia;Todas las edades;Total;1 de julio de 2021;79.562
Otro país de Asia;Todas las edades;Total;1 de abril de 2021;79.192
Otro país de Asia;Todas las edades;Total;1 de enero de 2021;79.120
Otro país de Asia;Todas las edades;Total;1 de octubre de 2020;""
Otro país de Asia;Todas las edades;Total;1 de julio de 2020;82.239
Otro país de Asia;Todas las edades;Total;1 de abril de 2020;""
Otro país de Asia;Todas las edades;Total;1 de enero de 2020;81.208
Otro país de Asia;Todas las edades;Total;1 de octubre de 2019;""
Otro país de Asia;Todas las edades;Total;1 de julio de 2019;76.179
Otro país de Asia;Todas las edades;Total;1 de abril de 2019;""
Otro país de Asia;Todas las edades;Total;1 de enero de 2019;73.572
Otro país de Asia;Todas las edades;Total;1 de octubre de 2018;""
Otro país de Asia;Todas las edades;Total;1 de julio de 2018;69.281
Otro país de Asia;Todas las edades;Total;1 de abril de 2018;""
Otro país de Asia;Todas las edades;Total;1 de enero de 2018;66.602
Otro país de Asia;Todas las edades;Total;1 de octubre de 2017;""
Otro país de Asia;Todas las edades;Total;1 de julio de 2017;61.510
Otro país de Asia;Todas las edades;Total;1 de abril de 2017;""
Otro país de Asia;Todas las edades;Total;1 de enero de 2017;59.920
Otro país de Asia;Todas las edades;Total;1 de octubre de 2016;""
Otro país de Asia;Todas las edades;Total;1 de julio de 2016;57.688
Otro país de Asia;Todas las edades;Total;1 de abril de 2016;""
Otro país de Asia;Todas las edades;Total;1 de enero de 2016;57.002
Otro país de Asia;Todas las edades;Total;1 de octubre de 2015;""
Otro país de Asia;Todas las edades;Total;1 de julio de 2015;55.037
Otro país de Asia;Todas las edades;Total;1 de abril de 2015;""
Otro país de Asia;Todas las edades;Total;1 de enero de 2015;54.387
Otro país de Asia;Todas las edades;Total;1 de octubre de 2014;""
Otro país de Asia;Todas las edades;Total;1 de julio de 2014;52.714
Otro país de Asia;Todas las edades;Total;1 de abril de 2014;""
Otro país de Asia;Todas las edades;Total;1 de enero de 2014;52.711
Otro país de Asia;Todas las edades;Total;1 de octubre de 2013;""
Otro país de Asia;Todas las edades;Total;1 de julio de 2013;51.803
Otro país de Asia;Todas las edades;Total;1 de abril de 2013;""
Otro país de Asia;Todas las edades;Total;1 de enero de 2013;51.975
Otro país de Asia;Todas las edades;Total;1 de octubre de 2012;""
Otro país de Asia;Todas las edades;Total;1 de julio de 2012;50.121
Otro país de Asia;Todas las edades;Total;1 de abril de 2012;""
Otro país de Asia;Todas las edades;Total;1 de enero de 2012;50.336
Otro país de Asia;Todas las edades;Total;1 de octubre de 2011;""
Otro país de Asia;Todas las edades;Total;1 de julio de 2011;48.874
Otro país de Asia;Todas las edades;Total;1 de abril de 2011;""
Otro país de Asia;Todas las edades;Total;1 de enero de 2011;48.334
Otro país de Asia;Todas las edades;Total;1 de octubre de 2010;""
Otro país de Asia;Todas las edades;Total;1 de julio de 2010;47.529
Otro país de Asia;Todas las edades;Total;1 de abril de 2010;""
Otro país de Asia;Todas las edades;Total;1 de enero de 2010;47.318
Otro país de Asia;Todas las edades;Total;1 de octubre de 2009;""
Otro país de Asia;Todas las edades;Total;1 de julio de 2009;46.708
Otro país de Asia;Todas las edades;Total;1 de abril de 2009;""
Otro país de Asia;Todas las edades;Total;1 de enero de 2009;46.140
Otro país de Asia;Todas las edades;Total;1 de octubre de 2008;""
Otro país de Asia;Todas las edades;Total;1 de julio de 2008;45.104
Otro país de Asia;Todas las edades;Total;1 de abril de 2008;""
Otro país de Asia;Todas las edades;Total;1 de enero de 2008;43.734
Otro país de Asia;Todas las edades;Total;1 de octubre de 2007;""
Otro país de Asia;Todas las edades;Total;1 de julio de 2007;41.968
Otro país de Asia;Todas las edades;Total;1 de abril de 2007;""
Otro país de Asia;Todas las edades;Total;1 de enero de 2007;40.247
Otro país de Asia;Todas las edades;Total;1 de octubre de 2006;""
Otro país de Asia;Todas las edades;Total;1 de julio de 2006;38.671
Otro país de Asia;Todas las edades;Total;1 de abril de 2006;""
Otro país de Asia;Todas las edades;Total;1 de enero de 2006;37.804
Otro país de Asia;Todas las edades;Total;1 de octubre de 2005;""
Otro país de Asia;Todas las edades;Total;1 de julio de 2005;36.792
Otro país de Asia;Todas las edades;Total;1 de abril de 2005;""
Otro país de Asia;Todas las edades;Total;1 de enero de 2005;35.382
Otro país de Asia;Todas las edades;Total;1 de octubre de 2004;""
Otro país de Asia;Todas las edades;Total;1 de julio de 2004;33.619
Otro país de Asia;Todas las edades;Total;1 de abril de 2004;""
Otro país de Asia;Todas las edades;Total;1 de enero de 2004;32.272
Otro país de Asia;Todas las edades;Total;1 de octubre de 2003;""
Otro país de Asia;Todas las edades;Total;1 de julio de 2003;30.633
Otro país de Asia;Todas las edades;Total;1 de abril de 2003;""
Otro país de Asia;Todas las edades;Total;1 de enero de 2003;28.911
Otro país de Asia;Todas las edades;Total;1 de octubre de 2002;""
Otro país de Asia;Todas las edades;Total;1 de julio de 2002;26.816
Otro país de Asia;Todas las edades;Total;1 de abril de 2002;""
Otro país de Asia;Todas las edades;Total;1 de enero de 2002;24.972
Oceanía;Todas las edades;Total;1 de enero de 2025;10.675
Oceanía;Todas las edades;Total;1 de octubre de 2024;10.588
Oceanía;Todas las edades;Total;1 de julio de 2024;10.315
Oceanía;Todas las edades;Total;1 de abril de 2024;10.186
Oceanía;Todas las edades;Total;1 de enero de 2024;10.172
Oceanía;Todas las edades;Total;1 de octubre de 2023;10.041
Oceanía;Todas las edades;Total;1 de julio de 2023;9.847
Oceanía;Todas las edades;Total;1 de abril de 2023;9.693
Oceanía;Todas las edades;Total;1 de enero de 2023;9.590
Oceanía;Todas las edades;Total;1 de octubre de 2022;9.375
Oceanía;Todas las edades;Total;1 de julio de 2022;9.184
Oceanía;Todas las edades;Total;1 de abril de 2022;8.967
Oceanía;Todas las edades;Total;1 de enero de 2022;8.889
Oceanía;Todas las edades;Total;1 de octubre de 2021;8.921
Oceanía;Todas las edades;Total;1 de julio de 2021;8.835
Oceanía;Todas las edades;Total;1 de abril de 2021;8.881
Oceanía;Todas las edades;Total;1 de enero de 2021;8.961
Oceanía;Todas las edades;Total;1 de octubre de 2020;""
Oceanía;Todas las edades;Total;1 de julio de 2020;8.647
Oceanía;Todas las edades;Total;1 de abril de 2020;""
Oceanía;Todas las edades;Total;1 de enero de 2020;8.545
Oceanía;Todas las edades;Total;1 de octubre de 2019;""
Oceanía;Todas las edades;Total;1 de julio de 2019;8.112
Oceanía;Todas las edades;Total;1 de abril de 2019;""
Oceanía;Todas las edades;Total;1 de enero de 2019;7.939
Oceanía;Todas las edades;Total;1 de octubre de 2018;""
Oceanía;Todas las edades;Total;1 de julio de 2018;7.710
Oceanía;Todas las edades;Total;1 de abril de 2018;""
Oceanía;Todas las edades;Total;1 de enero de 2018;7.562
Oceanía;Todas las edades;Total;1 de octubre de 2017;""
Oceanía;Todas las edades;Total;1 de julio de 2017;7.209
Oceanía;Todas las edades;Total;1 de abril de 2017;""
Oceanía;Todas las edades;Total;1 de enero de 2017;7.066
Oceanía;Todas las edades;Total;1 de octubre de 2016;""
Oceanía;Todas las edades;Total;1 de julio de 2016;6.912
Oceanía;Todas las edades;Total;1 de abril de 2016;""
Oceanía;Todas las edades;Total;1 de enero de 2016;6.912
Oceanía;Todas las edades;Total;1 de octubre de 2015;""
Oceanía;Todas las edades;Total;1 de julio de 2015;6.814
Oceanía;Todas las edades;Total;1 de abril de 2015;""
Oceanía;Todas las edades;Total;1 de enero de 2015;6.817
Oceanía;Todas las edades;Total;1 de octubre de 2014;""
Oceanía;Todas las edades;Total;1 de julio de 2014;6.733
Oceanía;Todas las edades;Total;1 de abril de 2014;""
Oceanía;Todas las edades;Total;1 de enero de 2014;6.858
Oceanía;Todas las edades;Total;1 de octubre de 2013;""
Oceanía;Todas las edades;Total;1 de julio de 2013;6.807
Oceanía;Todas las edades;Total;1 de abril de 2013;""
Oceanía;Todas las edades;Total;1 de enero de 2013;6.809
Oceanía;Todas las edades;Total;1 de octubre de 2012;""
Oceanía;Todas las edades;Total;1 de julio de 2012;6.766
Oceanía;Todas las edades;Total;1 de abril de 2012;""
Oceanía;Todas las edades;Total;1 de enero de 2012;6.873
Oceanía;Todas las edades;Total;1 de octubre de 2011;""
Oceanía;Todas las edades;Total;1 de julio de 2011;6.779
Oceanía;Todas las edades;Total;1 de abril de 2011;""
Oceanía;Todas las edades;Total;1 de enero de 2011;6.709
Oceanía;Todas las edades;Total;1 de octubre de 2010;""
Oceanía;Todas las edades;Total;1 de julio de 2010;6.692
Oceanía;Todas las edades;Total;1 de abril de 2010;""
Oceanía;Todas las edades;Total;1 de enero de 2010;6.739
Oceanía;Todas las edades;Total;1 de octubre de 2009;""
Oceanía;Todas las edades;Total;1 de julio de 2009;6.759
Oceanía;Todas las edades;Total;1 de abril de 2009;""
Oceanía;Todas las edades;Total;1 de enero de 2009;6.758
Oceanía;Todas las edades;Total;1 de octubre de 2008;""
Oceanía;Todas las edades;Total;1 de julio de 2008;6.738
Oceanía;Todas las edades;Total;1 de abril de 2008;""
Oceanía;Todas las edades;Total;1 de enero de 2008;6.659
Oceanía;Todas las edades;Total;1 de octubre de 2007;""
Oceanía;Todas las edades;Total;1 de julio de 2007;6.541
Oceanía;Todas las edades;Total;1 de abril de 2007;""
Oceanía;Todas las edades;Total;1 de enero de 2007;6.403
Oceanía;Todas las edades;Total;1 de octubre de 2006;""
Oceanía;Todas las edades;Total;1 de julio de 2006;6.293
Oceanía;Todas las edades;Total;1 de abril de 2006;""
Oceanía;Todas las edades;Total;1 de enero de 2006;6.067
Oceanía;Todas las edades;Total;1 de octubre de 2005;""
Oceanía;Todas las edades;Total;1 de julio de 2005;5.898
Oceanía;Todas las edades;Total;1 de abril de 2005;""
Oceanía;Todas las edades;Total;1 de enero de 2005;5.700
